# fcst-reason-struct-full wave(batch) 003 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=01200 type=扭亏 ts_code=600458.SH end_date=20191231 ann_date=20191031 update_flag=1
### ordinal=01517 type=扭亏 ts_code=002312.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 报告期内，公司严格做好各项疫情防控工作，确保了公司生产经营工作的正常开展和工业磷铵产品的顺利扩产增量。公司子公司龙蟒大地农业有限公司（以下简称“龙蟒大地”）一季度工业磷铵产品生产能力较去年同期大幅提升，一季度销量较去年同期增长120%以上；同时，疫情叠加春耕影响，龙蟒大地主要产品今年一季度有不同程度的价格上涨，预计龙蟒大地2020年一季度可实现净利润10,400万元，较去年同期净利润4,911.20万元增长111.76%，因此公司目前预计的业绩数据较前次预测金额增加。除此之外的其他业务经营数据无重大变化。

### ordinal=01518 type=扭亏 ts_code=002312.SZ end_date=20200630 ann_date=20200709 update_flag=0
REASON: 本报告期，成都三泰控股集团股份有限公司（以下简称“公司”）业绩同比去年大幅提升，实现扭亏为盈，主要系并表磷化工业务增厚业绩所致。报告期内，公司磷化工业务板块产品结构进一步优化，核心磷酸盐产品工业级磷酸一铵扩产增量，叠加下游需求提升，工业级磷酸一铵产品价格较去年同期有所涨价；同时，报告期内公司通过加强主要生产装置生产成本、运行效率管理，提升装置的生产运行效益；加快推进营销激励机制建设，激发营销队伍的活力，提升经营绩效。总体来看，报告期内公司磷酸盐产品销量及销售毛利同比有明显提高，核心产品量价齐升带动该业务板块业绩大幅增长，本报告期公司工业级磷酸一铵产品销量较去年同期增长81%，预计公司磷化工业务可实现净利润20,500万元，较去年同期净利润13,000万元增长57.69%。公司磷化工业务板块盈利能力突出，扣除分摊公司联营企业中邮智递科技有限公司（以下简称“中邮智递”）亏损以及各项费用后，公司预计本报告期实现归属于上市公司股东的净利润7,000万元–8,500万元。特别说明：公司于2020年5月披露公司联营企业中邮智递与深圳市丰巢科技有限公司重组相关事宜，本次重组预计将为公司带来4.36亿元投资收益。目前重组工作进展顺利，重组完成后，公司将不再按权益法分摊中邮智递产生的亏损，会计处理将调整为按照公允价值变动来计量。根据目前重组工作推进进程，本报告期未计入以上4.36亿元投资收益，后续将根据重组工作进展计入相应期间。

### ordinal=01519 type=扭亏 ts_code=002312.SZ end_date=20200930 ann_date=20200825 update_flag=0
REASON: 公司预计2020年1-9月可实现净利润6亿元至6.8亿元，较去年同期扭亏为盈并大幅增加，原因主要系龙蟒大地磷化工业务2020年前三季度预计可贡献净利润3.2亿元左右，增长原因主要系工业级磷酸一铵和复合肥销量增加，叠加原料成本较去年同期降低等因素综合影响所致；公司于2020年5月6日公告了中邮智递和丰巢科技进行重组的一揽子交易方案，伴随中邮智递与丰巢科技合并的顺利进行，公司不再按权益法分摊中邮智递产生的亏损（去年公司分摊了约1.7亿元亏损）；同时重组后的新主体随着业务发展和证券化进程的不断加快，股权价值凸显，估值有较大的提升空间，公司将获得大额投资收益。公司预计将在第三季度确认中邮智递的股权为公司带来的约4.36亿元的投资收益，该事项属于非经常性损益。

### ordinal=01520 type=扭亏 ts_code=002319.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 预计2020年半年度归属于上市公司股东的净利润为盈利67万元至盈利100万元之间，较上年同期增加的主要原因如下：1、全资子公司郑州乐通新材料科技有限公司停产后的安全费结余经安监局核准冲减当期损益；2、全资子公司郑州乐通新材料科技有限公司停产节约了人工，租金等费用；3、油墨项目加强应收货款的回笼，导致坏账准备的减少。公司2018年、2019年连续两个会计年度经审计的净利润为负值，根据《深圳证券交易所股票上市规则》的相关规定,公司股票已被实施退市风险警示。若公司2020年度经审计的净利润继续为负值，公司股票将自2020年年度报告公告之日起暂停上市。

### ordinal=01521 type=扭亏 ts_code=002319.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 预计2020年1-3季度归属于上市公司股东的净利润为盈利20万元至盈利30万元之间，较上年同期增加的主要原因如下：1、全资子公司郑州乐通停产后的安全费结余经安监局核准冲减当期损益；2、郑州乐通停产节约了人工，租金等费用；3、应付未付投资款利息减少。预计2020年第3季度归属于上市公司股东的净利润为亏损50万元至亏损70万元之间，较上半年减亏的主要原因是营业外支出的增加。预计非经常性损益对第三季度净利润影响预计约为120万元。公司2018年、2019年连续两个会计年度经审计的净利润为负值，根据《深圳证券交易所股票上市规则》的相关规定,公司股票已被实施退市风险警示。若公司2020年度经审计的净利润继续为负值，公司股票将自2020年年度报告公告之日起暂停上市。

### ordinal=01522 type=扭亏 ts_code=002323.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 1,报告期内公司受新冠疫情的相关影响,依据目前的回款情况,公司计提了相应的坏账准备.2,预计公司2020年1-9月非经常性损益对净利润的影响金额约为5,000万元-7,000万元.主要系出售江苏孟弗斯新能源工程有限公司产生的利润,内容详见公司于2020年2月28日,2020年9月29日披露的公告(公告编号:2020-012),(公告编号:2020-056).3,目前公司经营情况趋好,业务逐步恢复中.同时,公司现阶段稳步推进重整相关工作.

### ordinal=01523 type=扭亏 ts_code=002325.SZ end_date=20191231 ann_date=20200203 update_flag=0
REASON: 1、上年同期亏损，主要系公司根据《企业会计准则》相关规定，基于谨慎性原则，计提了大额商誉减值和应收账款坏账准备等资产减值损失。报告期内，根据已取得的资料，预测相关减值事项对本期业绩影响大幅减少。2、报告期内，公司积极面对经营形势变化，调整经营管理思路，优化经营管理团队，突出经营管理重点，提高经营管理效率，报告期内公司经营情况正常。

### ordinal=01524 type=扭亏 ts_code=002329.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 1．随着公司战略重心的调整，聚焦主业，相对收缩了受行业市场环境变化影响较大的影视板块的资源投入，公司经营结构的转化初见成效。乳业方面，公司继续巩固关键品类的竞争优势，高端新产品系列不断完善，核心产品得到有效增长，全渠道运营进一步加快，对公司经营业绩的改善起到了积极作用；信息业务规模正在逐步扩大，在公司总体业绩的占比进一步提升。同时，公司信息化及精益生产持续推进，提高了运营管理效率，推动了公司业绩的稳步增长。2．2018年度公司对收购皇氏御嘉影视集团有限公司100%股权所形成的商誉计提减值准备5.53亿元，处置北京盛世骄阳文化传播有限公司100%股权形成资产处置损失0.90亿元，2019年度不存在该等情况。

### ordinal=01525 type=扭亏 ts_code=002333.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 公司2019年度扭亏为盈的主要原因为：1、公司通过业务整合和成本控制，营业利润减亏约2,500万元；2、报告期内公司计提资产减值损失较去年同期减少约4,000万元；3、报告期内公司非经常性损益较去年同期大幅增加，主要包括：（1）确认出售苏州铭德铝业有限公司100%股权、苏州铭镌精密金属制品有限公司100%股权、苏州铭固模具科技有限公司100%股权所产生的投资收益约9,304万元；（2）确认全资子公司苏州铭恒金属科技有限公司出售土地、厂房所产生的投资收益约3,060万元；（3）报告期内银行理财收益增加约914万元。

### ordinal=01526 type=扭亏 ts_code=002334.SZ end_date=20200630 ann_date=20200714 update_flag=0
REASON: 1、报告期内，受新冠肺炎疫情影响，公司第一季度订单受到较大影响，第二季度，随着国内疫情逐渐受控，公司业务恢复正常；2、公司采取控费、降本等措施及国家推出降税减费等系列优惠政策致报告期内期间费用有所下降；3、上年同期主要系公司2016年收购深圳市英威腾电源有限公司少数股权（以下简称标的公司），三年业绩承诺期内，标的公司累计实际净利润大幅超出业绩承诺目标值，根据原协议约定，公司需向原股权转让方支付9,282万元的作价调整差额款项。该款项计入当期损益，影响上年同期税前利润9,282万元。以上综合因素导致报告期，归属于上市公司股东净利润较同期有大幅的增长并实现扭亏为盈。

### ordinal=01527 type=扭亏 ts_code=002334.SZ end_date=20200930 ann_date=20200826 update_flag=0
REASON: 累计归属于母公司的净利润大幅增长，主要系上年同期支付收购子公司少数股权的业绩承诺款，影响上年度税前利润9,282万元所致。公司持续开展降本增效工作，同时政府也推出了一系列的减税降费政策，致使公司期间费用较上年同期有所下降，部分产品生产成本较去年同期有所下降。

### ordinal=01528 type=扭亏 ts_code=002334.SZ end_date=20201231 ann_date=20201023 update_flag=0
